assay_chembl_id,canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,target_label
CHEMBL1038904,COc1ccccc1C(Cc1coc2nc(N)nc(N)c12)CC(C)C,CHEMBL606362,IC50,nM,39300.0,CHEMBL2363,IC50,uM,39.3,RnDHFR (R. norvegicus)
CHEMBL1038904,COc1ccccc1C(=Cc1coc2nc(=N)[nH]c(N)c12)CC(C)C,CHEMBL593154,IC50,nM,43900.0,CHEMBL2363,IC50,uM,43.9,RnDHFR (R. norvegicus)
CHEMBL1038904,CCCCC(Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,CHEMBL594790,IC50,nM,46700.0,CHEMBL2363,IC50,uM,46.7,RnDHFR (R. norvegicus)
CHEMBL1071427,Cc1cccc(C)c1Sc1[nH]c2nc(N)nc(N)c2c1C,CHEMBL596741,IC50,nM,388.0,CHEMBL2363,IC50,uM,0.388,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CCCc3ccc(OCc4ccccc4)cc3)c[nH]c2n1,CHEMBL597961,IC50,nM,660.0,CHEMBL2363,IC50,uM,0.66,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(-c2nc3c(N)nc(N)nc3[nH]2)c(OC)c1,CHEMBL421594,IC50,nM,900.0,CHEMBL2363,IC50,uM,0.9,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CCCc3ccc4c(c3)CCCC4)c[nH]c2n1,CHEMBL597962,IC50,nM,1090.0,CHEMBL2363,IC50,uM,1.09,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CCCc3cccc4c3CCCC4)c[nH]c2n1,CHEMBL591930,IC50,nM,1500.0,CHEMBL2363,IC50,uM,1.5,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2nc(Cc3ccccc3)[nH]c2n1,CHEMBL102303,IC50,nM,1600.0,CHEMBL2363,IC50,uM,1.6,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)c(OC)c1,CHEMBL103474,IC50,nM,1880.0,CHEMBL2363,IC50,uM,1.88,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cccc(Sc2[nH]c3nc(N)nc(N)c3c2C)c1,CHEMBL123984,IC50,nM,2060.0,CHEMBL2363,IC50,uM,2.06,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccccc1Sc1[nH]c2nc(N)nc(N)c2c1C,CHEMBL331314,IC50,nM,2320.0,CHEMBL2363,IC50,uM,2.32,RnDHFR (R. norvegicus)
CHEMBL1071425,CN(Cc1c[nH]c2nc(N)nc(N)c12)c1ccc(Cl)c(Cl)c1,CHEMBL278013,IC50,nM,3000.0,CHEMBL2363,IC50,uM,3.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3cccc4c3CCCC4)c[nH]c2n1,CHEMBL602913,IC50,nM,3000.0,CHEMBL2363,IC50,uM,3.0,RnDHFR (R. norvegicus)
CHEMBL1071427,Cc1c(Sc2cc(Cl)c(Cl)cc2Cl)[nH]c2nc(N)nc(N)c12,CHEMBL597770,IC50,nM,3000.0,CHEMBL2363,IC50,uM,3.0,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)c1,CHEMBL106070,IC50,nM,3500.0,CHEMBL2363,IC50,uM,3.5,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(-c2nc3c(N)nc(N)nc3[nH]2)c(OC)c1OC,CHEMBL105759,IC50,nM,3700.0,CHEMBL2363,IC50,uM,3.7,RnDHFR (R. norvegicus)
CHEMBL1071425,Cc1c(Sc2cccc3c2CCCC3)[nH]c2nc(N)nc(N)c12,CHEMBL609914,IC50,nM,4570.0,CHEMBL2363,IC50,uM,4.57,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CCCc3cc(Cl)ccc3Cl)c[nH]c2n1,CHEMBL597383,IC50,nM,4800.0,CHEMBL2363,IC50,uM,4.8,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cc(CCCc2c[nH]c3nc(N)nc(N)c23)cc(OC)c1OC,CHEMBL597583,IC50,nM,4800.0,CHEMBL2363,IC50,uM,4.8,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccc(Cl)c(Cl)c3)c[nH]c2n1,CHEMBL17430,IC50,nM,5300.0,CHEMBL2363,IC50,uM,5.3,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)cc1OC,CHEMBL105523,IC50,nM,7000.0,CHEMBL2363,IC50,uM,7.0,RnDHFR (R. norvegicus)
CHEMBL1071427,Cc1cc(C)cc(Sc2[nH]c3nc(N)nc(N)c3c2C)c1,CHEMBL596742,IC50,nM,7600.0,CHEMBL2363,IC50,uM,7.6,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(OC)c(Sc2[nH]c3nc(N)nc(N)c3c2C)c1,CHEMBL331986,IC50,nM,7800.0,CHEMBL2363,IC50,uM,7.8,RnDHFR (R. norvegicus)
CHEMBL1071427,Cc1c(Sc2ccc3ccccc3c2)[nH]c2nc(N)nc(N)c12,CHEMBL227065,IC50,nM,8100.0,CHEMBL2363,IC50,uM,8.1,RnDHFR (R. norvegicus)
CHEMBL1071425,CN(Cc1c[nH]c2nc(N)nc(N)c12)c1cccc2c1CCCC2,CHEMBL589525,IC50,nM,8200.0,CHEMBL2363,IC50,uM,8.2,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CCCc3ccccc3)c[nH]c2n1,CHEMBL607583,IC50,nM,8600.0,CHEMBL2363,IC50,uM,8.6,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(OC)c(CCCc2c[nH]c3nc(N)nc(N)c23)c1,CHEMBL608428,IC50,nM,11800.0,CHEMBL2363,IC50,uM,11.8,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3cccc4ccccc34)coc2n1,CHEMBL23846,IC50,nM,12000.0,CHEMBL2363,IC50,uM,12.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccc4ccccc4c3)coc2n1,CHEMBL283311,IC50,nM,12300.0,CHEMBL2363,IC50,uM,12.3,RnDHFR (R. norvegicus)
CHEMBL1071425,CCn1c2ccccc2c2cc(NCc3coc4nc(N)nc(N)c34)ccc21,CHEMBL601520,IC50,nM,12600.0,CHEMBL2363,IC50,uM,12.6,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cc(-c2nc3c(N)nc(N)nc3[nH]2)cc(OC)c1OC,CHEMBL431257,IC50,nM,13000.0,CHEMBL2363,IC50,uM,13.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3ccc(Cl)c(Cl)c3)c[nH]c2n1,CHEMBL17873,IC50,nM,14400.0,CHEMBL2363,IC50,uM,14.4,RnDHFR (R. norvegicus)
CHEMBL1071425,CN(Cc1coc2nc(N)nc(N)c12)c1ccc2ccccc2c1,CHEMBL22561,IC50,nM,14600.0,CHEMBL2363,IC50,uM,14.6,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cc(-c2nc3c(N)nc(N)nc3[nH]2)cc(OC)c1O,CHEMBL105020,IC50,nM,15300.0,CHEMBL2363,IC50,uM,15.3,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3ccc(Oc4ccccc4)cc3)coc2n1,CHEMBL23297,IC50,nM,16200.0,CHEMBL2363,IC50,uM,16.2,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(SCc2c[nH]c3nc(N)nc(N)c23)cc1OC,CHEMBL17431,IC50,nM,16700.0,CHEMBL2363,IC50,uM,16.7,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccccc3Oc3ccccc3)coc2n1,CHEMBL597347,IC50,nM,18000.0,CHEMBL2363,IC50,uM,18.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Cc1c(Sc2ccc(Cl)cc2)[nH]c2nc(N)nc(N)c12,CHEMBL420172,IC50,nM,19000.0,CHEMBL2363,IC50,uM,19.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3cccc4ccccc34)coc2n1,CHEMBL283515,IC50,nM,23000.0,CHEMBL2363,IC50,uM,23.0,RnDHFR (R. norvegicus)
CHEMBL1071427,COc1cc(Sc2[nH]c3nc(N)nc(N)c3c2C)cc(OC)c1OC,CHEMBL597771,IC50,nM,24600.0,CHEMBL2363,IC50,uM,24.6,RnDHFR (R. norvegicus)
CHEMBL1071425,CCn1c2ccccc2c2cc(N(C)Cc3coc4nc(N)nc(N)c34)ccc21,CHEMBL604709,IC50,nM,24700.0,CHEMBL2363,IC50,uM,24.7,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3cc(Cl)c(Cl)c(Cl)c3)coc2n1,CHEMBL17235,IC50,nM,25600.0,CHEMBL2363,IC50,uM,25.6,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2nc(C3c4ccccc4-c4ccccc43)[nH]c2n1,CHEMBL103108,IC50,nM,29800.0,CHEMBL2363,IC50,uM,29.8,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2nc(-c3ccc(-c4ccccc4)cc3)[nH]c2n1,CHEMBL103203,IC50,nM,30100.0,CHEMBL2363,IC50,uM,30.1,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3cccc(-c4ccccc4)c3)coc2n1,CHEMBL604090,IC50,nM,31000.0,CHEMBL2363,IC50,uM,31.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Cc1[nH]c2nc(N)nc(N)c2c1Sc1ccc2c(c1)CCCC2,CHEMBL605782,IC50,nM,31000.0,CHEMBL2363,IC50,uM,31.0,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(Sc2[nH]c3nc(N)nc(N)c3c2C)cc1,CHEMBL123892,IC50,nM,31300.0,CHEMBL2363,IC50,uM,31.3,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cc(OC)cc(-c2nc3c(N)nc(N)nc3[nH]2)c1,CHEMBL105323,IC50,nM,32400.0,CHEMBL2363,IC50,uM,32.4,RnDHFR (R. norvegicus)
CHEMBL1071425,CN(Cc1coc2nc(N)nc(N)c12)c1cc(Cl)c(Cl)c(Cl)c1,CHEMBL278110,IC50,nM,34300.0,CHEMBL2363,IC50,uM,34.3,RnDHFR (R. norvegicus)
CHEMBL1071425,Cc1[nH]c2nc(N)nc(N)c2c1Sc1ccc(Cl)cc1Cl,CHEMBL610498,IC50,nM,34600.0,CHEMBL2363,IC50,uM,34.6,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3ccc(Cl)c(Cl)c3)coc2n1,CHEMBL274278,IC50,nM,35200.0,CHEMBL2363,IC50,uM,35.2,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3ccc4ccccc4c3)coc2n1,CHEMBL279914,IC50,nM,36500.0,CHEMBL2363,IC50,uM,36.5,RnDHFR (R. norvegicus)
CHEMBL1071425,Cc1[nH]c2nc(N)nc(N)c2c1Sc1ccc(Cl)cc1,CHEMBL600413,IC50,nM,37400.0,CHEMBL2363,IC50,uM,37.4,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3cccc(Oc4ccccc4)c3)coc2n1,CHEMBL591935,IC50,nM,39000.0,CHEMBL2363,IC50,uM,39.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Cc1[nH]c2nc(N)nc(N)c2c1Sc1cccc2c1CCCC2,CHEMBL600412,IC50,nM,40000.0,CHEMBL2363,IC50,uM,40.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Cc1c(Sc2cccc(Cl)c2)[nH]c2nc(N)nc(N)c12,CHEMBL334198,IC50,nM,47700.0,CHEMBL2363,IC50,uM,47.7,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccccc3-c3ccccc3)coc2n1,CHEMBL596970,IC50,nM,49000.0,CHEMBL2363,IC50,uM,49.0,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(-c2nc3c(N)nc(N)nc3[nH]2)cc1OC,CHEMBL102518,IC50,nM,52300.0,CHEMBL2363,IC50,uM,52.3,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cc(NCc2c[nH]c3nc(N)nc(N)c23)cc(OC)c1OC,CHEMBL69681,IC50,nM,56300.0,CHEMBL2363,IC50,uM,56.3,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3cccc4c3CCCC4)c[nH]c2n1,CHEMBL48648,IC50,nM,59300.0,CHEMBL2363,IC50,uM,59.3,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2[nH]c(-c3ccccc3)nc2n1,CHEMBL66077,IC50,nM,59900.0,CHEMBL2363,IC50,uM,59.9,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(COc3ccc4ccccc4c3)coc2n1,CHEMBL22477,IC50,nM,60300.0,CHEMBL2363,IC50,uM,60.3,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(NCc2c[nH]c3nc(N)nc(N)c23)cc1,CHEMBL68673,IC50,nM,63000.0,CHEMBL2363,IC50,uM,63.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Cc1[nH]c2nc(N)nc(N)c2c1Sc1cccc(Cl)c1,CHEMBL608865,IC50,nM,64000.0,CHEMBL2363,IC50,uM,64.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccc(Oc4ccccc4)cc3)coc2n1,CHEMBL605980,IC50,nM,65000.0,CHEMBL2363,IC50,uM,65.0,RnDHFR (R. norvegicus)
CHEMBL1071425,CCOc1ccc(OCC)c(NCc2c[nH]c3nc(N)nc(N)c23)c1,CHEMBL69363,IC50,nM,70000.0,CHEMBL2363,IC50,uM,70.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3cc(Cl)ccc3Cl)coc2n1,CHEMBL277438,IC50,nM,71900.0,CHEMBL2363,IC50,uM,71.9,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccc4c(c3)CCCC4)c[nH]c2n1,CHEMBL598190,IC50,nM,82900.0,CHEMBL2363,IC50,uM,82.9,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2nc(CSc3ccc4ccccc4c3)[nH]c2n1,CHEMBL101908,IC50,nM,107000.0,CHEMBL2363,IC50,uM,107.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Cc1c(Sc2ccc(Cl)cc2Cl)[nH]c2nc(N)nc(N)c12,CHEMBL331456,IC50,nM,110000.0,CHEMBL2363,IC50,uM,110.0,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(NCc2c[nH]c3nc(N)nc(N)c23)cc1OC,CHEMBL68439,IC50,nM,116000.0,CHEMBL2363,IC50,uM,116.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3ccccc3-c3ccccc3)coc2n1,CHEMBL23960,IC50,nM,137000.0,CHEMBL2363,IC50,uM,137.0,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(OC)c(NCc2c[nH]c3nc(N)nc(N)c23)c1,CHEMBL17323,IC50,nM,156000.0,CHEMBL2363,IC50,uM,156.0,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cc2oc3ccccc3c2cc1N(C)Cc1coc2nc(N)nc(N)c12,CHEMBL596969,IC50,nM,241000.0,CHEMBL2363,IC50,uM,241.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2nc(-c3ccc(Cl)c(Cl)c3)[nH]c2n1,CHEMBL312688,IC50,nM,252000.0,CHEMBL2363,IC50,uM,252.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccccc3)coc2n1,CHEMBL22820,IC50,nM,252000.0,CHEMBL2363,IC50,uM,252.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2nc(-c3ccc4ccccc4c3)[nH]c2n1,CHEMBL105906,IC50,nM,280000.0,CHEMBL2363,IC50,uM,280.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccc(-c4ccccc4)cc3)coc2n1,CHEMBL597346,IC50,nM,351000.0,CHEMBL2363,IC50,uM,351.0,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3cc(Cl)c(Cl)c(Cl)c3)coc2n1,CHEMBL17235,IC50,nM,25703.96,CHEMBL2363,pIC50,,4.59,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3ccc(Cl)c(Cl)c3)coc2n1,CHEMBL274278,IC50,nM,35481.34,CHEMBL2363,pIC50,,4.45,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cc(NCc2c[nH]c3nc(N)nc(N)c23)cc(OC)c1OC,CHEMBL69681,IC50,nM,56234.13,CHEMBL2363,pIC50,,4.25,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(NCc2c[nH]c3nc(N)nc(N)c23)cc1OC,CHEMBL68439,IC50,nM,114815.36,CHEMBL2363,pIC50,,3.94,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(NCc2c[nH]c3nc(N)nc(N)c23)cc1,CHEMBL68673,IC50,nM,63095.73,CHEMBL2363,pIC50,,4.2,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(OC)c(NCc2c[nH]c3nc(N)nc(N)c23)c1,CHEMBL17323,IC50,nM,154881.66,CHEMBL2363,pIC50,,3.81,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3ccc(Cl)c(Cl)c3)c[nH]c2n1,CHEMBL17873,IC50,nM,14454.4,CHEMBL2363,pIC50,,4.84,RnDHFR (R. norvegicus)
CHEMBL1071425,CN(Cc1c[nH]c2nc(N)nc(N)c12)c1cccc2c1CCCC2,CHEMBL589525,IC50,nM,8128.31,CHEMBL2363,pIC50,,5.09,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(SCc2c[nH]c3nc(N)nc(N)c23)cc1OC,CHEMBL17431,IC50,nM,16595.87,CHEMBL2363,pIC50,,4.78,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccc(Cl)c(Cl)c3)c[nH]c2n1,CHEMBL17430,IC50,nM,5248.07,CHEMBL2363,pIC50,,5.28,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3cccc4c3CCCC4)c[nH]c2n1,CHEMBL602913,IC50,nM,3019.95,CHEMBL2363,pIC50,,5.52,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccc4c(c3)CCCC4)c[nH]c2n1,CHEMBL598190,IC50,nM,83176.38,CHEMBL2363,pIC50,,4.08,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2[nH]c(-c3ccccc3)nc2n1,CHEMBL66077,IC50,nM,60255.96,CHEMBL2363,pIC50,,4.22,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cc(-c2nc3c(N)nc(N)nc3[nH]2)cc(OC)c1OC,CHEMBL431257,IC50,nM,12882.5,CHEMBL2363,pIC50,,4.89,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(-c2nc3c(N)nc(N)nc3[nH]2)c(OC)c1OC,CHEMBL105759,IC50,nM,3715.35,CHEMBL2363,pIC50,,5.43,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)c(OC)c1,CHEMBL103474,IC50,nM,1862.09,CHEMBL2363,pIC50,,5.73,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)cc1OC,CHEMBL105523,IC50,nM,7079.46,CHEMBL2363,pIC50,,5.15,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)c1,CHEMBL106070,IC50,nM,3467.37,CHEMBL2363,pIC50,,5.46,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1cc(OC)cc(-c2nc3c(N)nc(N)nc3[nH]2)c1,CHEMBL105323,IC50,nM,32359.37,CHEMBL2363,pIC50,,4.49,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(-c2nc3c(N)nc(N)nc3[nH]2)cc1OC,CHEMBL102518,IC50,nM,52480.75,CHEMBL2363,pIC50,,4.28,RnDHFR (R. norvegicus)
CHEMBL1073066,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,IC50,nM,180000.0,CHEMBL2363,IC50,uM,180.0,RnDHFR (R. norvegicus)
CHEMBL1073066,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,CHEMBL119,IC50,nM,3.0,CHEMBL2363,IC50,uM,0.003,RnDHFR (R. norvegicus)
CHEMBL1073066,Cc1cccc(C(C)C)c1Sc1oc2nc(N)nc(N)c2c1C,CHEMBL611984,IC50,nM,24300.0,CHEMBL2363,IC50,uM,24.3,RnDHFR (R. norvegicus)
CHEMBL1073066,COc1ccc(Sc2oc3nc(N)nc(N)c3c2C)cc1OC,CHEMBL598293,IC50,nM,66600.0,CHEMBL2363,IC50,uM,66.6,RnDHFR (R. norvegicus)
CHEMBL1073066,COc1cccc(Sc2oc3nc(N)nc(N)c3c2C)c1,CHEMBL598292,IC50,nM,51300.0,CHEMBL2363,IC50,uM,51.3,RnDHFR (R. norvegicus)
CHEMBL1073066,COc1ccccc1Sc1oc2nc(N)nc(N)c2c1C,CHEMBL598090,IC50,nM,55600.0,CHEMBL2363,IC50,uM,55.6,RnDHFR (R. norvegicus)
CHEMBL1073066,Cc1c(Sc2c(F)c(F)c(C(F)(F)F)c(F)c2F)oc2nc(N)nc(N)c12,CHEMBL604722,IC50,nM,39100.0,CHEMBL2363,IC50,uM,39.1,RnDHFR (R. norvegicus)
CHEMBL1073066,COc1ccc(Sc2oc3nc(N)nc(N)c3c2C)cc1,CHEMBL597885,IC50,nM,61900.0,CHEMBL2363,IC50,uM,61.9,RnDHFR (R. norvegicus)
CHEMBL1073066,COc1ccc(OC)c(Sc2oc3nc(N)nc(N)c3c2C)c1,CHEMBL596681,IC50,nM,42200.0,CHEMBL2363,IC50,uM,42.2,RnDHFR (R. norvegicus)
CHEMBL1073066,Cc1c(Sc2c(Cl)cccc2Cl)oc2nc(N)nc(N)c12,CHEMBL596680,IC50,nM,14400.0,CHEMBL2363,IC50,uM,14.4,RnDHFR (R. norvegicus)
CHEMBL1073066,Cc1cccc(C)c1Sc1oc2nc(N)nc(N)c2c1C,CHEMBL609896,IC50,nM,196000.0,CHEMBL2363,IC50,uM,196.0,RnDHFR (R. norvegicus)
CHEMBL1073066,Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)oc2nc(N)nc(N)c12,CHEMBL596672,IC50,nM,20500.0,CHEMBL2363,IC50,uM,20.5,RnDHFR (R. norvegicus)
CHEMBL1071425,COc1ccc(-c2nc3c(N)nc(N)nc3[nH]2)c(OC)c1,CHEMBL421594,IC50,nM,891.25,CHEMBL2363,pIC50,,6.05,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2nc(-c3ccc(Cl)c(Cl)c3)[nH]c2n1,CHEMBL312688,IC50,nM,251188.64,CHEMBL2363,pIC50,,3.6,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2nc(-c3ccc(-c4ccccc4)cc3)[nH]c2n1,CHEMBL103203,IC50,nM,30199.52,CHEMBL2363,pIC50,,4.52,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2nc(-c3ccc4ccccc4c3)[nH]c2n1,CHEMBL105906,IC50,nM,281838.29,CHEMBL2363,pIC50,,3.55,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2nc(Cc3ccccc3)[nH]c2n1,CHEMBL102303,IC50,nM,1584.89,CHEMBL2363,pIC50,,5.8,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccccc3)coc2n1,CHEMBL22820,IC50,nM,251188.64,CHEMBL2363,pIC50,,3.6,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3cccc4ccccc34)coc2n1,CHEMBL283515,IC50,nM,22908.68,CHEMBL2363,pIC50,,4.64,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccc4ccccc4c3)coc2n1,CHEMBL283311,IC50,nM,12302.69,CHEMBL2363,pIC50,,4.91,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3cccc4ccccc34)coc2n1,CHEMBL23846,IC50,nM,12022.64,CHEMBL2363,pIC50,,4.92,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3ccc4ccccc4c3)coc2n1,CHEMBL279914,IC50,nM,36307.81,CHEMBL2363,pIC50,,4.44,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(COc3ccc4ccccc4c3)coc2n1,CHEMBL22477,IC50,nM,60255.96,CHEMBL2363,pIC50,,4.22,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CNc3ccccc3-c3ccccc3)coc2n1,CHEMBL23960,IC50,nM,138038.43,CHEMBL2363,pIC50,,3.86,RnDHFR (R. norvegicus)
CHEMBL1071425,CN(Cc1coc2nc(N)nc(N)c12)c1ccc2ccccc2c1,CHEMBL22561,IC50,nM,14454.4,CHEMBL2363,pIC50,,4.84,RnDHFR (R. norvegicus)
CHEMBL1071425,CN(Cc1coc2nc(N)nc(N)c12)c1cc(Cl)c(Cl)c(Cl)c1,CHEMBL278110,IC50,nM,34673.69,CHEMBL2363,pIC50,,4.46,RnDHFR (R. norvegicus)
CHEMBL1071425,CCn1c2ccccc2c2cc(N(C)Cc3coc4nc(N)nc(N)c34)ccc21,CHEMBL604709,IC50,nM,24547.09,CHEMBL2363,pIC50,,4.61,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccccc3-c3ccccc3)coc2n1,CHEMBL596970,IC50,nM,48977.88,CHEMBL2363,pIC50,,4.31,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3cccc(-c4ccccc4)c3)coc2n1,CHEMBL604090,IC50,nM,30902.95,CHEMBL2363,pIC50,,4.51,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccccc3Oc3ccccc3)coc2n1,CHEMBL597347,IC50,nM,18197.01,CHEMBL2363,pIC50,,4.74,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3cccc(Oc4ccccc4)c3)coc2n1,CHEMBL591935,IC50,nM,38904.51,CHEMBL2363,pIC50,,4.41,RnDHFR (R. norvegicus)
CHEMBL1071425,Nc1nc(N)c2c(CSc3ccc(Oc4ccccc4)cc3)coc2n1,CHEMBL605980,IC50,nM,64565.42,CHEMBL2363,pIC50,,4.19,RnDHFR (R. norvegicus)
